molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class
CHEMBL5811274,C=CC(=O)N1CCC2(C1)OCN([C@H](C(=O)N[C@H]1Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C1=O)C(C)C)C2=O,5500.0,intermediate
CHEMBL5969261,C=CC(=O)N1CC(CN2C(=O)O[C@H](C)[C@H]2C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C1,10000.0,inactive
CHEMBL5895234,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cc5c(nc3[C@H](C)OC)CCN(C)C5)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5864213,C=CC(=O)N1CC(OC[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL6047299,C=CC(=O)N(C)C1CN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL6043698,C=CC(=O)N1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC(F)(F)F)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)CC1,55.0,active
CHEMBL5997051,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cc(cc(C(F)F)c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC(C)(C)N3CCC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5754669,C=CC(=O)N1CC(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5883351,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3coc(n3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5965941,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C2COC2)C1,10000.0,inactive
CHEMBL5745344,C=CC(=O)N1CC[C@]2(CCN([C@H](C(=O)N[C@H]3Cc4cccc(c4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C2=O)C1,5500.0,intermediate
CHEMBL6019904,C=CC(=O)N1CC[C@@]2(CCN([C@H](C(=O)N[C@H]3Cc4cccc(c4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C2=O)C1,10000.0,inactive
CHEMBL5849394,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cc5c(nc3[C@H](C)OC)CCN(C)C5)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL6045316,C=CC(=O)N1CC(OCC(C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5988343,C=CC(=O)Nc1ncc(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)n1C,10000.0,inactive
CHEMBL6003243,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(C(=O)C#CC(C)(C)N3CCC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,5500.0,intermediate
CHEMBL5906397,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1csc(n1)C[C@H](NC(=O)CCOC1CN(C(=O)C#CC(C)(C)N3CCC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL6049337,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)CCOC1CN(C(=O)C#CC(C)(C)N3CCC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5769967,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1csc(n1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCN(C(=O)C#CC(C)(C)N(C)C)CC1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,550.0,active
CHEMBL5827868,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)[C@@H]1C,10000.0,inactive
CHEMBL6036407,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC3COC3)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL6015188,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cnn(C5CCN(C)CC5)c3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5913146,C=CC(=O)N1CC(OCC(C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5785188,C=CC(=O)N1CC(OCC(C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5778446,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)/C=C/C(F)F)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5957353,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2CC3=CCCN(C3)c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5816912,CC#CC(=O)N1CC[C@@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5991588,C=CC(=O)N1CC[C@@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5866025,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1csc(n1)C[C@H](NC(=O)[C@H](C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC(C)(C)N3CCC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5786264,C=CC(=O)NC1CN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5990708,C=CC(=O)N1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)CC1,550.0,active
CHEMBL5966733,C=CC(=O)N1CC[C@H](C(=O)N2CC[C@H](C)[C@H]2C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C1,10000.0,inactive
CHEMBL5777993,C=CC(=O)N1CC[C@H](C(=O)N2CCCCC[C@H]2C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C1,10000.0,inactive
CHEMBL5773347,C=CC(=O)N1CC[C@H](C(=O)N2CCCCC[C@H]2C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C1,10000.0,inactive
CHEMBL5946874,C=CC(=O)N1C[C@@H](C)[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5963533,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cc(C)cc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5913419,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC3(N(C)C)CN(C)C3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,5500.0,intermediate
CHEMBL5800906,C=CC(=O)N1CC[C@@H](C(=O)N(C)[C@H](C(=O)N[C@H]2CCC(=O)N(C)Cc3ccc4c(c3)c(c(-c3cccnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5883184,C=CC(=O)N1CC[C@](F)(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5876410,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC(F)(F)F)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5851238,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cc(CF)cc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL6009305,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cn3cnc(n3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5978340,C=CC(=O)N1CC[C@H](C(=O)N(C)C(C(=O)N[C@H]2C[C@H]3CN(CCO3)c3ccc4c(c3)c(c(-c3cccnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5928488,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC3CCO3)C1)C(=O)N1CC(Br)C[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5989406,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC3CCO3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5873084,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC#N)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5949432,CC#CC(=O)N1CC[C@]2(CCN([C@H](C(=O)N[C@H]3Cc4nc(cs4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C2=O)C1,10000.0,inactive
CHEMBL5809690,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@@H]3CCCO3)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL6056787,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cc(C5=CCN(C)CC5)cnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5968185,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cc(C5=CCN(C)CC5)cnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5810300,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cc(C5CCN(C)CC5)cnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5870169,C=CC(=O)N1CC(F)(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5886693,C=CC(=O)N1CCC(F)(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)CC1,5500.0,intermediate
CHEMBL5991263,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cc(C5=CCN(C)CC5)cnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL6043004,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cc(CN(C)C)cnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5959999,C=CC(=O)N1CCC(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cc(CN(C)C)cnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5854331,C=CC(=O)Nc1cnc(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)n1C,10000.0,inactive
CHEMBL5982558,C=CC(=O)Nc1cnc(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3C(C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)n1C,5500.0,intermediate
CHEMBL5921996,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1CCN(C(=O)C#C[C@@H]3CC(F)(F)CN3C)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5794697,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cc(O)cc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)/C=C/C(F)(F)F)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,550.0,active
CHEMBL5824066,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#C[C@@H]3COCCN3C)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5910825,CCn1c(-c2cccnc2C(C)OC)c2c3cc(ccc31)-c1cc(O)cc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)c1ncc(NC(=O)/C=C/CN(C)C)n1C)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,550.0,active
CHEMBL5969896,C#CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C=C)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5769653,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC#CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,10000.0,inactive
CHEMBL5791778,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC3(N(C)C)CCOCC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL6059857,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]1CCN(C(=O)C#CC3(N(C)C)CCOC3)C1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5799863,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N1CC[C@]3(CCN(C(=O)C#CC(C)(C)N(C)C)C3)C1=O)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,5500.0,intermediate
CHEMBL6027115,CC#CC(=O)N1CC[C@@]2(CCN([C@H](C(=O)N[C@H]3Cc4nc(cs4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C2=O)C1,10000.0,inactive
CHEMBL6008715,C=CC(=O)N1CC[C@H](C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cc(O)cc(c3)-c3ccc4c(c3)c(c(-c3cc(CN(C)C)cnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C1,5500.0,intermediate
CHEMBL5754316,C=CC(=O)N1CCOC2(C1)CN(C(=O)N(C)[C@H](C(=O)N[C@H]1Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC(F)(F)F)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C1=O)C(C)C)C2,5500.0,intermediate
CHEMBL5898133,C=CC(=O)N(C)CCN1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)CC1,5500.0,intermediate
CHEMBL5991309,C=CC(=O)N1CCO[C@H]2CN(C(=O)N(C)[C@H](C(=O)N[C@H]3Cc4cc(C(F)F)cc(n4)-c4ccc5c(c4)c(c(-c4cccnc4C(C)OC)n5CC(F)(F)F)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C[C@H]21,10000.0,inactive
CHEMBL5877420,C=CC(=O)N1CCOC2(CCN(C(=O)N(C)[C@H](C(=O)N[C@H]3Cc4cc(C(F)F)cc(n4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC(F)(F)F)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)CC2)C1,5500.0,intermediate
CHEMBL5824251,CO[C@@H](C)c1ncc(N2CCN(C)CC2)cc1-c1c2c3cc(ccc3n1CC(F)(F)F)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C1(F)CCN(C(=O)C#CC(C)(C)N(C)C)CC1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,550.0,active
CHEMBL5986794,C=CC(=O)N1CCO[C@@H]2CN(C(=O)N(C)[C@H](C(=O)N[C@H]3Cc4nc(cs4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C[C@H]21,5500.0,intermediate
CHEMBL5775906,C=CC(=O)N1CCO[C@H]2CN(C(=O)N(C)[C@H](C(=O)N[C@H]3Cc4nc(cs4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C[C@@H]21,5500.0,intermediate
CHEMBL5860897,C=CC(=O)N1CCOC2(CCN(C(=O)N(C)[C@H](C(=O)N[C@H]3Cc4nsc(n4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)CC2)C1,5500.0,intermediate
CHEMBL5983405,C=CC(=O)N1CC[C@@H]2[C@H]1CN2C(=O)N(C)[C@H](C(=O)N[C@H]1Cc2nc(cs2)-c2ccc3c(c2)c(c(-c2cccnc2[C@H](C)OC)n3CC)CC(C)(C)COC(=O)[C@@H]2CCCN(N2)C1=O)C(C)C,5500.0,intermediate
CHEMBL6040646,C=CC(=O)N1CC[C@H]2[C@@H]1CN2C(=O)N(C)[C@H](C(=O)N[C@H]1Cc2nc(cs2)-c2ccc3c(c2)c(c(-c2cccnc2[C@H](C)OC)n3CC)CC(C)(C)COC(=O)[C@@H]2CCCN(N2)C1=O)C(C)C,5500.0,intermediate
CHEMBL5932046,C=CC(=O)N1CCC[C@]12CCN(C(=O)N(C)[C@H](C(=O)N[C@H]1Cc3nc(cs3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C1=O)C(C)C)C2,5500.0,intermediate
CHEMBL5885089,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N1CC[C@@]3(CCN(C(=O)C#C[C@@H]4COCCN4C)C3)C1=O)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,10000.0,inactive
CHEMBL5800401,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)N1CCO[C@@](C)(C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)C3(F)CCN(C(=O)C#CC(C)(C)N(C)C)CC3)C(=O)N3CCC[C@H](N3)C(=O)OCC(C)(C)C2)C1,5500.0,intermediate
CHEMBL5741893,CCn1c(-c2cccnc2[C@H](C)OC)c2c3cc(ccc31)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N1CC[C@@]3(CCN(C(=O)C#C[C@H]4COCCN4C)C3)C1=O)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,5500.0,intermediate
CHEMBL5787248,CCC(=O)N1CCO[C@H]2CN(C(=O)N(C)[C@H](C(=O)N[C@H]3CN4CCC=C(C4)c4ccc5c(c4)c(c(-c4cccnc4C(C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)C[C@H]21,5500.0,intermediate
CHEMBL6035463,C=CC(=O)N(C)CCN1CCN(C(=O)N(C)[C@H](C(=O)N[C@H]2Cc3cccc(c3)-c3ccc4c(c3)c(c(-c3cccnc3[C@H](C)OC)n4CC)CC(C)(C)COC(=O)[C@@H]3CCCN(N3)C2=O)C(C)C)C[C@H]1C,5500.0,intermediate
CHEMBL5767912,C=CC(=O)N1CCC2(CCN(C(=O)N(C)[C@H](C(=O)N[C@H]3Cc4cccc(c4)-c4ccc5c(c4)c(c(-c4cccnc4[C@H](C)OC)n5CC)CC(C)(C)COC(=O)[C@@H]4CCCN(N4)C3=O)C(C)C)CC2)C1,5500.0,intermediate
CHEMBL5790516,CO[C@@H](C)c1ncccc1-c1c2c3cc(ccc3n1CC(F)(F)F)-c1cccc(c1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC3(CC1)CN(C(=O)/C=C/CN(C)C)C3)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,550.0,active
